1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0014336,0.0014336,0.00408576,0.00408576,0.03448064,0.03448064,0.114,0.074,0.09,0.0375,0.0375,0.0375,0.0375,0.075,0.11,0.0375,0.435,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.065,0.065,0.065,0.065,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.02,0.02
