,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1408521541984453e-10,4.642018948742153e-12,0,0,0,0,0,4.0718904892381575e-12,4.0718904892381575e-12,4.0718904892381575e-12,4.0718904892381575e-12,4.0718904892381575e-12,4.0718904892381575e-12,4.0718904892381575e-12,4.0718904892381575e-12,9.187509149014893e-13,5.992379892744533e-13,5.992379892744533e-13,9.187509149014893e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,4.962499247603827e-11,3.968404267056747e-12,0,0,0,0,0,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,1.122450437097345e-11,1.369861777840413e-12,1.369861777840413e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.409881123363724e-12,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7320069999632376e-11,3.953006634845454e-12,0,0,0,0,0,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,1.242388624306622e-12,0,2.303232850826528e-12,1.242388624306622e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.341028584809e-12,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7320069999632376e-11,3.953006634845454e-12,0,0,0,0,0,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,4.03746411610365e-12,1.242388624306622e-12,2.303232850826528e-12,0,1.242388624306622e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.341028584809e-12,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,4.962499247603827e-11,3.968404267056747e-12,0,0,0,0,0,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,4.0535280663541104e-12,0,1.369861777840413e-12,1.369861777840413e-12,1.122450437097345e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.409881123363724e-12,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.652013541035487e-10,0,0,0,0,0,4.074794328475022e-12,4.074794328475022e-12,0,0,4.074794328475022e-12,4.074794328475022e-12,2.2911737511212873e-12,1.4946854519218889e-12,1.4946854519218889e-12,2.2911737511212873e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
